Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
NO_DOWN,GO:0060218,hematopoietic stem cell differentiation,31/1214,113/17381,2.18E-11,1.20E-09,9.91E-10,10197/10213/23198/4005/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7520/9491/9861,31
NO_DOWN,GO:1901532,regulation of hematopoietic progenitor cell differentiation,31/1214,113/17381,2.18E-11,1.20E-09,9.91E-10,10197/10213/23198/4005/5134/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/9491/9861,31
NO_DOWN,GO:0051348,negative regulation of transferase activity,63/1214,369/17381,2.90E-11,1.58E-09,1.31E-09,10197/10213/1026/103/11072/11315/1647/1846/1847/2048/207/2629/2873/2931/3156/3301/4771/51434/51637/54984/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/5770/5987/6609/6895/7128/7157/7321/7453/7532/836/84313/84335/8692/9491/9555/9647/9711/9861/991,63
NO_DOWN,GO:0006914,autophagy,74/1214,470/17381,2.97E-11,1.59E-09,1.31E-09,1020/10346/10452/11267/112936/11315/1201/1213/128866/154/1611/192111/1981/2011/207/22933/23274/23367/2475/2629/27183/2931/29979/310/3146/3312/3320/401505/411/51024/51606/526/527/529/5296/5305/533/55004/55048/55054/55332/5564/5571/55968/56893/56993/57533/57602/5899/6009/64771/6737/7157/7307/7405/7879/7957/79720/80149/8131/81876/823/826/83460/836/83667/84313/8607/8678/9538/9711/9776/9842/9927,74
NO_DOWN,GO:0061919,process utilizing autophagic mechanism,74/1214,470/17381,2.97E-11,1.59E-09,1.31E-09,1020/10346/10452/11267/112936/11315/1201/1213/128866/154/1611/192111/1981/2011/207/22933/23274/23367/2475/2629/27183/2931/29979/310/3146/3312/3320/401505/411/51024/51606/526/527/529/5296/5305/533/55004/55048/55054/55332/5564/5571/55968/56893/56993/57533/57602/5899/6009/64771/6737/7157/7307/7405/7879/7957/79720/80149/8131/81876/823/826/83460/836/83667/84313/8607/8678/9538/9711/9776/9842/9927,74
NO_DOWN,GO:0000375,"RNA splicing, via transesterification reactions",58/1214,326/17381,3.32E-11,1.75E-09,1.45E-09,10189/10212/10236/10250/10262/10419/10421/10658/10713/10921/10946/10992/11100/11171/1655/1659/1660/1994/2521/25804/25980/26528/27339/3190/3312/4670/4686/4904/51692/53981/5430/5434/5435/5440/5441/5546/56259/5725/57819/59286/6421/6427/6428/6631/6636/708/7307/7536/79084/79171/79869/8220/84844/8570/9092/9410/9416/9588,58
NO_DOWN,GO:0097193,intrinsic apoptotic signaling pathway,54/1214,292/17381,3.50E-11,1.83E-09,1.51E-09,10131/10134/1026/10488/10525/10808/11315/138151/142/1540/1655/1869/207/23612/26155/27113/2907/29979/3094/3190/3265/3301/3303/4193/4487/4824/51024/51079/51246/5371/54205/5591/56616/5770/578/57805/581/598/60401/6421/64782/6647/6648/7157/7466/79073/83596/836/8531/8795/9092/9368/9641/9647,54
NO_DOWN,GO:0022904,respiratory electron transport chain,29/1214,102/17381,3.69E-11,1.91E-09,1.58E-09,11315/1349/1351/2108/27089/29796/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/54205/6389/6390/7384/7386/8604/91942/9377,29
NO_DOWN,GO:0045333,cellular respiration,39/1214,172/17381,3.72E-11,1.91E-09,1.58E-09,10131/11315/114789/1349/1351/1431/1737/2108/2647/27089/27166/29796/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/54205/55847/60493/6389/6390/7384/7386/8604/8802/91942/9377/9650,39
NO_DOWN,GO:0010948,negative regulation of cell cycle process,58/1214,328/17381,4.27E-11,2.16E-09,1.79E-09,10197/10213/1026/10432/10498/138151/1647/1869/1874/22809/23198/27183/3326/3976/4193/4591/5111/51512/5371/54984/54998/5591/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/581/5932/6597/7027/7157/8260/83746/8812/9125/9491/9555/9861,58
NO_DOWN,GO:0008380,RNA splicing,69/1214,428/17381,4.80E-11,2.41E-09,1.99E-09,10189/10212/10236/10250/10262/10419/10421/10658/10713/10921/10946/10992/11100/11171/116461/1655/1659/1660/1994/23076/2521/25804/25980/26528/27339/284403/3190/3303/3312/4670/4686/4904/51493/51637/51692/53981/5430/5434/5435/5440/5441/55308/5546/55544/56259/5725/57805/57819/59286/6421/6427/6428/6631/6636/708/7307/7536/79084/79171/79650/79869/8220/84844/84967/8570/9092/9410/9416/9588,69
NO_DOWN,GO:0050852,T cell receptor signaling pathway,39/1214,174/17381,5.40E-11,2.68E-09,2.22E-09,10197/10213/1147/1540/23198/23291/2633/30968/3265/4790/4792/5296/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7321/9491/9861,39
NO_DOWN,GO:0000377,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",57/1214,323/17381,6.84E-11,3.33E-09,2.75E-09,10189/10212/10236/10250/10262/10419/10421/10658/10713/10921/10946/10992/11100/11171/1655/1659/1660/1994/2521/25804/25980/26528/27339/3190/3312/4670/4686/4904/51692/53981/5430/5434/5435/5440/5441/5546/56259/5725/57819/59286/6421/6427/6428/6631/6636/708/7307/7536/79084/79171/79869/8220/84844/9092/9410/9416/9588,57
NO_DOWN,GO:0000398,"mRNA splicing, via spliceosome",57/1214,323/17381,6.84E-11,3.33E-09,2.75E-09,10189/10212/10236/10250/10262/10419/10421/10658/10713/10921/10946/10992/11100/11171/1655/1659/1660/1994/2521/25804/25980/26528/27339/3190/3312/4670/4686/4904/51692/53981/5430/5434/5435/5440/5441/5546/56259/5725/57819/59286/6421/6427/6428/6631/6636/708/7307/7536/79084/79171/79869/8220/84844/9092/9410/9416/9588,57
NO_DOWN,GO:0006839,mitochondrial transport,55/1214,307/17381,8.18E-11,3.94E-09,3.26E-09,100287932/10055/10245/10400/10440/10452/10953/10971/114789/1267/1468/1869/25813/2931/30968/3303/3308/3320/3329/401505/4836/498/506/509/51024/51079/514/51629/518/56910/5695/56993/5714/57602/578/581/59286/598/6548/7027/7157/7307/7529/7531/7532/79751/79778/8402/84134/85465/8604/8607/9673/9776/9927,55
NO_DOWN,GO:0070585,protein localization to mitochondrion,41/1214,192/17381,8.72E-11,4.17E-09,3.44E-09,100287932/10055/10245/10400/10440/10452/10808/10953/10971/1869/207/23788/25813/2931/3301/3308/3320/3329/401505/4836/51024/51079/56910/5695/56993/5714/57602/581/59286/7027/7157/7307/7529/7531/7532/79778/84134/85465/8607/9776/9927,41
NO_DOWN,GO:0044839,cell cycle G2/M phase transition,49/1214,257/17381,9.41E-11,4.45E-09,3.68E-09,10121/10197/10213/1026/10383/11258/2029/22809/22919/2305/23198/23291/27183/3320/51512/54984/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7157/7283/7531/7532/8636/9491/9555/9861/994,49
NO_DOWN,GO:0000209,protein polyubiquitination,53/1214,292/17381,1.10E-10,5.14E-09,4.25E-09,10197/10213/10273/115992/1643/23198/23291/25847/26001/26263/27339/51434/55008/55611/55905/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/5987/6737/7128/7321/79102/80176/80196/80829/9111/92305/9491/9690/9810/9861,53
NO_DOWN,GO:0072655,establishment of protein localization to mitochondrion,40/1214,189/17381,1.97E-10,9.14E-09,7.56E-09,100287932/10055/10245/10400/10440/10452/10808/10953/10971/1869/207/25813/2931/3301/3308/3320/3329/401505/4836/51024/51079/56910/5695/56993/5714/57602/581/59286/7027/7157/7307/7529/7531/7532/79778/84134/85465/8607/9776/9927,40
NO_DOWN,GO:0042775,mitochondrial ATP synthesis coupled electron transport,25/1214,84/17381,2.80E-10,1.29E-08,1.07E-08,11315/1349/1351/27089/29796/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/54205/6389/7384/7386/9377,25
NO_DOWN,GO:0016236,macroautophagy,51/1214,284/17381,3.66E-10,1.67E-08,1.38E-08,1020/10452/11267/112936/1201/128866/154/192111/207/23274/23367/2475/2629/27183/29979/401505/51606/526/527/529/5305/533/55004/55048/55054/5564/5571/55968/56893/56993/57533/5899/6009/64771/7405/7879/7957/79720/8131/81876/823/826/83460/836/83667/84313/8678/9538/9711/9776/9927,51
NO_DOWN,GO:0042773,ATP synthesis coupled electron transport,25/1214,85/17381,3.71E-10,1.68E-08,1.39E-08,11315/1349/1351/27089/29796/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/51079/54205/6389/7384/7386/9377,25
NO_DOWN,GO:0010389,regulation of G2/M transition of mitotic cell cycle,40/1214,194/17381,4.50E-10,2.00E-08,1.65E-08,10121/10197/10213/10383/11258/22919/23198/27183/3320/54984/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7283/7531/7532/8636/9491/9861,40
NO_DOWN,GO:0035966,response to topologically incorrect protein,40/1214,194/17381,4.50E-10,2.00E-08,1.65E-08,10113/10273/10488/10525/10808/10897/10952/118/1965/2137/23753/2931/29927/3068/3301/3303/3308/3309/3312/3320/3326/3329/3336/3337/4000/439/467/51726/51768/54788/55161/5770/578/581/58477/6734/7353/7466/92305/9927,40
NO_DOWN,GO:0031349,positive regulation of defense response,69/1214,451/17381,5.05E-10,2.22E-08,1.83E-08,10197/10213/10432/10497/11315/1147/1520/1540/164/1660/23198/23291/2547/29979/3146/3265/330/3303/3329/3659/3735/3916/3949/4615/4790/4792/5359/55666/5591/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/5971/64135/6421/708/7128/7321/7353/7520/7867/79132/79155/81622/8692/9491/9641/9861,69
NO_DOWN,GO:0038095,Fc-epsilon receptor signaling pathway,38/1214,179/17381,5.08E-10,2.22E-08,1.83E-08,10197/10213/1147/23198/23291/2885/3265/4790/4792/5296/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/5879/7321/9491/9861,38
NO_DOWN,GO:0009141,nucleoside triphosphate metabolic process,55/1214,322/17381,5.22E-10,2.26E-08,1.87E-08,11315/114789/129607/1349/1351/142/1503/1854/203/23511/25939/27089/29796/30968/3303/3312/3692/4338/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/4830/4831/498/506/509/51079/514/518/5208/526/54205/55022/5571/6389/7114/7298/7384/7386/84300/9377/9567/9605/9688,55
NO_DOWN,GO:0006397,mRNA processing,73/1214,491/17381,5.86E-10,2.51E-08,2.07E-08,10189/10212/10236/10250/10262/103/10419/10421/10658/10713/10921/10946/10992/11100/11171/116461/1655/1659/1660/1994/22803/23070/2521/25804/25819/25980/26097/26528/27339/3190/3303/3312/4670/4686/4904/51692/53981/5430/5434/5435/5440/5441/54998/5546/55544/56259/5725/57805/57819/59286/60493/6421/6427/6428/6631/6636/708/7307/7536/79084/79171/79650/79869/8220/84844/84967/8570/9092/9410/9416/9588/9810/984,73
NO_DOWN,GO:1901990,regulation of mitotic cell cycle phase transition,65/1214,417/17381,7.43E-10,3.16E-08,2.61E-08,10121/10197/10213/1026/10383/10498/11258/138151/1647/1869/1874/1981/207/22919/22933/23198/27183/328/3320/4193/5111/51434/51512/5371/54984/55022/5591/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/581/6597/7027/7157/7283/7321/7531/7532/84967/8636/9125/9491/9861/991,65
NO_DOWN,GO:1901987,regulation of cell cycle phase transition,68/1214,446/17381,7.85E-10,3.31E-08,2.73E-08,10121/10197/10213/1026/10383/10498/11258/138151/1647/1869/1874/1981/207/22809/22919/22933/23198/27183/328/3320/4193/5111/51434/51512/5371/54984/55022/5591/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/581/6597/7027/7157/7283/7321/7531/7532/84967/8636/9125/9491/9555/9861/991/994,68
NO_DOWN,GO:0006986,response to unfolded protein,37/1214,174/17381,8.16E-10,3.41E-08,2.82E-08,10113/10273/10488/10525/10808/10897/10952/118/1965/2137/2931/29927/3068/3301/3303/3308/3309/3312/3320/3326/3329/3336/3337/4000/439/467/51726/51768/55161/5770/578/581/58477/6734/7466/92305/9927,37
NO_DOWN,GO:0007006,mitochondrial membrane organization,31/1214,129/17381,8.22E-10,3.41E-08,2.82E-08,10971/10989/1267/1869/25813/2931/3303/3308/3320/3954/4836/498/506/509/51079/514/518/54927/55735/56993/578/581/598/6548/7027/7157/7529/7531/7532/79135/9927,31
NO_DOWN,GO:0030177,positive regulation of Wnt signaling pathway,35/1214,160/17381,1.05E-09,4.31E-08,3.56E-08,10197/10213/23198/4790/527/5300/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/57805/6597/9491/9679/9861,35
NO_DOWN,GO:0006119,oxidative phosphorylation,27/1214,105/17381,2.04E-09,8.33E-08,6.88E-08,11315/1349/1351/27089/29796/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/509/51079/54205/6389/7384/7386/84300/9377,27
NO_DOWN,GO:0038093,Fc receptor signaling pathway,45/1214,246/17381,2.17E-09,8.79E-08,7.27E-08,10096/10109/10197/10213/1147/23198/23291/2885/3265/3320/3326/4790/4792/5296/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/5879/60/63916/7321/9491/9861/998,45
NO_DOWN,GO:0034976,response to endoplasmic reticulum stress,48/1214,274/17381,2.82E-09,1.12E-07,9.30E-08,10113/10134/10273/10488/10525/10897/10952/11315/118/192683/1965/2137/23753/2907/2931/29927/29979/3068/3303/3309/4000/439/467/51035/51726/5296/5371/54788/550/55161/55666/56255/5700/5701/5704/5705/5770/578/581/58477/6734/7157/7353/7466/81502/83667/8795/92305,48
NO_DOWN,GO:0000086,G2/M transition of mitotic cell cycle,45/1214,248/17381,2.83E-09,1.12E-07,9.30E-08,10121/10197/10213/1026/10383/11258/2029/22919/2305/23198/23291/27183/3320/54984/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7283/7531/7532/8636/9491/9861/994,45
NO_DOWN,GO:0006403,RNA localization,43/1214,231/17381,2.85E-09,1.12E-07,9.30E-08,10189/10204/10212/10250/10574/10576/10921/1660/1977/1984/22948/23039/23212/23381/23511/26097/29107/3692/4600/4686/5073/51637/51692/53981/55153/55308/55505/55651/57510/5902/6396/6427/6428/65083/7203/7307/84248/84946/8498/8570/8607/908/9688,43
NO_DOWN,GO:0051168,nuclear export,39/1214,198/17381,2.95E-09,1.15E-07,9.51E-08,10189/1020/10204/10212/10250/10921/11315/1660/1977/1984/23039/23212/23214/23381/23511/26097/29107/3692/4193/4686/51512/51692/53981/55153/55437/57510/5902/5905/6427/6428/65083/7157/7295/7307/7531/84248/84946/8498/9688,39
NO_DOWN,GO:0009199,ribonucleoside triphosphate metabolic process,51/1214,301/17381,2.96E-09,1.15E-07,9.51E-08,11315/114789/1349/1351/142/1503/203/23511/27089/29796/30968/3303/3312/3692/4338/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/4830/4831/498/506/509/51079/514/518/5208/526/54205/55022/5571/6389/7114/7384/7386/84300/9377/9567/9605/9688,51
NO_DOWN,GO:0036498,IRE1-mediated unfolded protein response,21/1214,68/17381,3.54E-09,1.36E-07,1.13E-07,10113/10525/10897/10952/118/2137/2931/29927/3068/3303/3309/4000/439/51726/55161/5770/578/581/58477/6734/7466,21
NO_DOWN,GO:0009144,purine nucleoside triphosphate metabolic process,51/1214,303/17381,3.73E-09,1.43E-07,1.18E-07,11315/114789/1349/1351/142/203/23511/25939/27089/29796/30968/3303/3312/3692/4338/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/4830/4831/498/506/509/51079/514/518/5208/526/54205/55022/5571/6389/7114/7384/7386/84300/9377/9567/9605/9688,51
NO_DOWN,GO:0019058,viral life cycle,52/1214,313/17381,4.17E-09,1.59E-07,1.31E-07,10155/103/10410/11267/128866/1605/1655/23087/23367/23511/24138/27183/290/3303/3312/3326/3416/3609/3836/3838/3839/3916/3949/3965/4599/4938/4940/5119/5359/5371/55048/55054/5818/5886/6575/6737/6895/7342/7405/7726/7879/79581/79720/80149/81876/8519/8638/8692/8812/8815/9688/998,52
NO_DOWN,GO:0006091,generation of precursor metabolites and energy,67/1214,455/17381,4.51E-09,1.70E-07,1.40E-07,10007/10131/10327/11315/114789/128/1349/1351/1431/1737/207/2108/2230/2232/231/23511/2475/2647/27089/27166/2931/29796/2992/3146/3692/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/506/509/51022/51079/51218/5208/54205/55022/5571/55847/5860/60493/6341/6389/6390/7264/7296/7384/7386/80142/84300/8604/8659/8802/91942/9377/9650/9688,67
NO_DOWN,GO:0009205,purine ribonucleoside triphosphate metabolic process,50/1214,296/17381,4.69E-09,1.76E-07,1.45E-07,11315/114789/1349/1351/142/203/23511/27089/29796/30968/3303/3312/3692/4338/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/4830/4831/498/506/509/51079/514/518/5208/526/54205/55022/5571/6389/7114/7384/7386/84300/9377/9567/9605/9688,50
NO_DOWN,GO:0016241,regulation of macroautophagy,34/1214,162/17381,5.61E-09,2.08E-07,1.72E-07,1020/112936/128866/154/207/23274/23367/2475/2629/51606/526/527/529/5305/533/55004/5564/5571/56893/57533/5899/6009/7405/7957/8131/81876/823/826/836/83667/8678/9711/9776/9927,34
NO_DOWN,GO:0034504,protein localization to nucleus,58/1214,372/17381,6.11E-09,2.25E-07,1.86E-07,10140/10155/10204/1026/10445/10574/10576/10952/11315/142/1540/1605/207/22948/23212/23291/23511/23568/23633/23649/2475/25885/3326/375346/3836/3838/3839/387/3965/3976/4000/402/4193/4487/4771/4792/5052/51512/5296/5300/5371/54984/5716/5902/7114/7203/7205/7295/80149/83667/83860/8498/8692/8877/908/9368/9679/9688,58
NO_DOWN,GO:0006611,protein export from nucleus,36/1214,179/17381,6.68E-09,2.45E-07,2.02E-07,10189/1020/10204/10212/10250/10921/11315/1977/1984/23039/23212/23214/23381/23511/26097/29107/3692/4193/4686/51512/51692/53981/55153/55437/57510/5905/6427/6428/65083/7157/7295/7307/7531/84248/84946/9688,36
NO_DOWN,GO:0032479,regulation of type I interferon production,29/1214,125/17381,6.81E-09,2.48E-07,2.05E-07,1147/1540/1660/2547/3146/3329/3659/4615/4790/4791/5300/5434/5435/5440/5441/55666/5591/5971/64135/6737/6772/7128/7353/7520/79102/79132/9111/9246/9641,29
NO_DOWN,GO:2001233,regulation of apoptotic signaling pathway,59/1214,383/17381,7.14E-09,2.58E-07,2.13E-07,10131/10134/10197/10488/10525/10808/10971/11315/138151/142/1540/1869/207/26155/27113/27166/2907/2931/29979/3190/3301/3303/3965/4000/4055/4193/4487/467/4824/4836/51024/51079/51330/5371/55437/5716/5770/578/57805/581/598/6421/6647/6648/7027/7128/7157/7466/7529/7531/7532/80196/83596/84231/8531/8682/8692/8795/9368,59
NO_DOWN,GO:0002244,hematopoietic progenitor cell differentiation,37/1214,188/17381,7.65E-09,2.74E-07,2.27E-07,10197/10213/103/23198/23212/4005/5134/55008/5591/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/7520/8692/9491/9861,37
NO_DOWN,GO:0032606,type I interferon production,29/1214,126/17381,8.27E-09,2.94E-07,2.43E-07,1147/1540/1660/2547/3146/3329/3659/4615/4790/4791/5300/5434/5435/5440/5441/55666/5591/5971/64135/6737/6772/7128/7353/7520/79102/79132/9111/9246/9641,29
NO_DOWN,GO:0046034,ATP metabolic process,46/1214,266/17381,9.14E-09,3.23E-07,2.67E-07,11315/114789/1349/1351/142/203/23511/27089/29796/30968/3303/3312/3692/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/498/506/509/51079/514/518/5208/526/54205/55022/5571/6389/7114/7384/7386/84300/9377/9605/9688,46
NO_DOWN,GO:2000027,regulation of organ morphogenesis,44/1214,250/17381,1.11E-08,3.89E-07,3.22E-07,10197/10213/10498/1173/1213/1435/2119/23198/387/3976/4487/4919/5216/5685/5686/5687/5688/5690/5691/5693/5695/5696/5698/5700/5701/5704/5705/5707/5708/5709/5713/5714/5716/5717/5719/5720/5721/581/5879/6772/7128/9491/9861/998,44
NO_DOWN,GO:2001242,regulation of intrinsic apoptotic signaling pathway,33/1214,159/17381,1.25E-08,4.37E-07,3.61E-07,10131/10134/10488/10525/10808/11315/138151/142/1540/207/26155/2907/29979/3190/3301/3303/4193/4487/4824/51024/51079/5770/57805/581/598/6421/6647/6648/7157/7466/83596/8531/9368,33
NO_DOWN,GO:0042254,ribosome biogenesis,52/1214,326/17381,1.72E-08,5.95E-07,4.92E-07,10360/10528/113000/114049/117246/22803/22907/23076/23160/23212/23246/23560/26155/26168/27043/29102/2971/3692/4839/5036/51013/51081/51121/51491/54433/54663/54913/55003/55153/55505/55651/55695/55759/57647/64963/65083/6838/6839/705/708/84135/84769/84864/84916/84946/8602/88745/90121/9092/9136/9188/9221,52
NO_DOWN,GO:0009123,nucleoside monophosphate metabolic process,53/1214,337/17381,2.05E-08,7.04E-07,5.82E-07,11315/114789/1349/1351/142/1635/1854/203/23511/23513/2618/27089/29796/30968/3303/3312/3692/4696/4697/4700/4704/4707/4709/4715/4716/4719/4723/4725/4726/4728/4729/498/506/509/51079/514/518/5208/526/54205/55022/5571/5631/6389/7114/7298/7384/7386/84300/9377/9414/9605/9688,53
NO_DOWN,GO:1903829,positive regulation of cellular protein localization,60/1214,404/17381,2.12E-08,7.24E-07,5.98E-07,10055/10134/10155/1020/10204/10400/10445/10574/10576/10971/11315/142/1540/1869/2048/207/2181/22948/26229/27020/29098/2931/3326/375346/387/3965/3976/4193/4478/4836/4946/51024/51512/5296/54984/56910/5695/5714/57602/59286/7027/7157/7203/7205/7307/7529/7531/7532/79567/79778/80149/83667/85465/8607/8692/8877/908/9688/9776/998,60
